Rank,Frame,AngleDeg.lefthand_to_leftshoulder,AngleDeg.lowerback_to_rightknee,AngleDeg.leftknee_to_rightknee,AngleDeg.lefthip_to_rightknee,AngleDeg.lowerback_to_rightknee.energy,AngleDeg.leftknee_to_rightknee.energy,AngleDeg.lefthip_to_rightknee.energy,AngleDeg.lefthand_to_rightelbow,AngleDeg.lefthand_to_topback,AngleDeg.lefthand_to_midback,AngleDeg.lefthand_to_lowerback,AngleDeg.lefthand_to_tailbase,AngleDeg.leftshoulder_to_topback,AngleDeg.leftshoulder_to_midback,AngleDeg.leftshoulder_to_lowerback,AngleDeg.leftshoulder_to_tailbase,AngleDeg.righthand_to_rightelbow,AngleDeg.righthand_to_topback,AngleDeg.righthand_to_midback,AngleDeg.righthand_to_lowerback,AngleDeg.righthand_to_tailbase,AngleDeg.rightelbow_to_topback,AngleDeg.rightelbow_to_midback,AngleDeg.rightelbow_to_lowerback,AngleDeg.rightelbow_to_tailbase,AngleDeg.topback_to_midback,AngleDeg.topback_to_lowerback,AngleDeg.topback_to_tailbase,AngleDeg.midback_to_lowerback,AngleDeg.midback_to_tailbase,AngleDeg.lowerback_to_tailbase,AngleDeg.lefthand_to_leftshoulder.energy,AngleDeg.lefthand_to_rightelbow.energy,AngleDeg.lefthand_to_topback.energy,AngleDeg.lefthand_to_midback.energy,AngleDeg.lefthand_to_lowerback.energy,AngleDeg.lefthand_to_tailbase.energy,AngleDeg.leftshoulder_to_topback.energy,AngleDeg.leftshoulder_to_midback.energy,AngleDeg.leftshoulder_to_lowerback.energy,AngleDeg.leftshoulder_to_tailbase.energy,AngleDeg.righthand_to_rightelbow.energy,AngleDeg.righthand_to_topback.energy,AngleDeg.righthand_to_midback.energy,AngleDeg.righthand_to_lowerback.energy,AngleDeg.righthand_to_tailbase.energy,AngleDeg.rightelbow_to_topback.energy,AngleDeg.rightelbow_to_midback.energy,AngleDeg.rightelbow_to_lowerback.energy,AngleDeg.rightelbow_to_tailbase.energy,AngleDeg.topback_to_midback.energy,AngleDeg.topback_to_lowerback.energy,AngleDeg.topback_to_tailbase.energy,AngleDeg.midback_to_lowerback.energy,AngleDeg.midback_to_tailbase.energy,AngleDeg.lowerback_to_tailbase.energy,AngleDeg.lefthand_to_righthand,AngleDeg.leftshoulder_to_righthand,AngleDeg.leftshoulder_to_rightelbow,AngleDeg.lefthand_to_righthand.energy,AngleDeg.leftshoulder_to_righthand.energy,AngleDeg.leftshoulder_to_rightelbow.energy
0.881679389,45,42.68845779,45.87837992,46.1000722,47.897412,80.01655256,80.63050015,86.05482995,135.3003147,43.00164561,134.5530538,135.0472021,136.9423463,136.5151487,133.2611853,132.8614451,134.3562057,135.3762743,42.99345862,134.68655,135.3182884,137.274244,42.99353548,134.6900748,135.3257667,137.2834693,133.5049576,133.2462387,134.8052155,136.2901294,138.5342814,139.4096781,201.8765291,220.1889549,199.4075501,225.0937809,220.0316684,224.3773236,239.1155423,227.4605763,224.4699703,230.0985317,233.340771,71.16610175,232.388782,233.3430498,240.0927757,78.66497955,150.898909,237.2093311,245.6718639,228.8468696,226.9124818,232.9199309,237.2673453,244.5519394,246.8609285,135.3063528,134.3874242,134.3792218,231.0778591,232.6378525,225.3543772
0.881679389,46,36.95302194,49.04421591,50.9086092,55.93772293,82.09991889,83.72174097,91.12378016,136.2655527,38.03561526,133.9088392,136.9453605,145.1328118,140.564518,128.6174165,127.0714724,135.3108257,43.70767639,38.03702201,133.9633682,137.0606122,145.2437335,38.03584511,133.9213001,136.9716015,145.1580654,129.5513424,128.7815084,137.0827473,140.1607205,148.2861026,149.9367897,152.5041092,223.06071,150.0875801,225.8659462,223.3190508,231.9838148,241.2731169,225.000833,221.6482019,231.3719933,195.7034084,68.55899937,232.1497667,234.8898207,245.4271845,74.50796965,196.3603311,237.6524453,249.1854948,226.6956378,224.7236868,234.7852034,239.6921654,250.4763307,253.1599407,136.1989961,132.7749986,132.8781017,231.9728284,231.4353607,225.9127776
0.881679389,47,36.80748641,48.12853381,50.73118028,55.52205249,82.62273674,85.38475157,92.2273779,27.71759357,38.20924224,134.5720984,137.517074,146.4149744,140.3620109,128.7057248,126.1917202,134.9528918,27.71992696,38.21056039,134.5758086,137.5265897,146.4243676,136.948522,120.3392619,110.0365888,115.2037931,129.9177013,128.4277933,137.3260939,139.2410531,148.1562413,150.0941951,67.39897117,194.0173729,68.9622777,232.692396,236.4375693,247.4956242,241.0316653,225.5352455,222.9880556,233.6084171,144.9327119,68.95867932,232.8031337,236.6647703,247.7499861,148.4926506,224.8507701,221.7709035,230.6285516,226.9046785,225.4616046,236.2680296,240.0168699,251.2584072,253.8589503,135.6728971,131.2041281,27.59095454,235.0853263,230.0080504,190.9859312
0.881679389,48,37.33763689,48.09084637,51.73516399,55.46565013,83.87145155,88.55431292,96.37512907,26.77105334,38.84837808,135.0126926,138.2058024,146.649445,139.8980412,129.3367553,126.4860152,134.5487015,26.7704459,38.84789317,135.0123235,138.2043106,146.6478975,135.7163134,119.8658241,107.7420712,111.0082712,130.6239789,128.9204359,137.1676213,138.7169455,147.1858816,149.3887417,64.14371376,141.6095164,66.45186755,232.9584814,238.2557895,252.9959239,242.9636593,223.2388848,219.2492221,233.7191811,58.27016475,66.4531472,232.9917591,238.3266787,253.0641093,196.5210953,216.2967137,206.1010053,216.0222538,225.2216315,222.9323973,237.6238456,241.4031678,256.1302868,259.4731285,44.72093995,130.1084361,26.25384822,197.3759459,227.5344559,138.2284892
0.881679389,49,43.12685117,45.84834038,46.82931818,47.43491014,82.04362002,86.27377868,91.70173039,40.9689306,43.34307554,44.89628296,136.245319,138.0752411,136.4646424,133.7266496,133.0069569,134.1917683,40.84262102,43.26282066,44.89352577,136.1263444,137.91407,135.3211047,131.849329,129.9472832,130.6975726,133.9090837,133.3247724,134.5574547,135.9381898,137.6680217,138.8306531,67.88825728,56.24417805,69.62589224,195.8411424,237.8541074,249.0144105,240.614951,226.2210792,222.7418076,233.0730931,56.15310157,69.57641397,195.8428054,237.7906138,248.9296928,235.5538511,215.0199974,201.5011196,206.583169,227.7561759,225.5873929,236.1760382,238.9762609,250.1328442,253.2177201,44.96220646,133.5037813,40.43349169,149.7621363,227.9604966,55.54631013
0.881679389,50,37.42851375,46.86552701,52.21126373,54.6074213,81.30914734,87.15232811,91.15086124,43.94089279,38.86940282,44.62608482,138.2871238,146.169532,140.8851951,130.0048762,124.4002391,130.336052,43.74564718,38.50843583,44.49843044,138.012248,145.8018377,37.52345213,135.0310964,135.1479422,142.5110074,131.1450508,126.7080749,133.0671232,136.578607,144.1016401,147.3801196,68.22695994,65.77191369,69.99035043,149.1160315,238.3001455,248.870175,240.9205238,226.9627302,221.7317797,230.430619,65.56262741,69.74044799,149.0767134,238.0718247,248.5640207,195.291394,223.5742792,216.2397202,222.9665423,228.4585102,224.6128001,233.7253179,237.4348296,247.7528014,251.6184533,45.01541139,127.4336667,132.061802,77.76856526,225.811435,140.5860994
0.881679389,51,37.55054095,46.28656456,52.09004465,52.07044985,80.2551805,87.36345834,89.12560187,44.44821556,38.63339758,44.45861056,138.3238134,144.6623679,141.6277785,131.0128439,123.9695986,127.9699596,44.22336373,38.21305356,44.23481327,138.1084894,144.3450055,36.91488015,135.8453252,135.6391314,141.3755957,131.7978687,125.7010743,130.0392626,135.6620284,141.4015733,145.480936,68.34370534,74.73218316,69.87125361,77.35458437,238.3686072,247.704471,241.9290485,227.9220259,220.3059951,226.6522175,74.41442897,69.38882291,77.15087603,238.0162118,247.2123524,145.1982067,232.5329975,231.40708,239.5376834,229.1317203,222.78059,229.6144109,235.6630928,244.3607411,249.3181755,45.03991381,126.6250897,131.0460331,77.9524285,223.8225019,190.3897307
0.881679389,52,37.64966399,45.58712191,50.83762277,50.75009416,80.10623799,89.57596051,90.93335068,44.40353313,39.21980559,44.3761967,137.9711722,144.0301617,140.7847918,131.2767446,124.1821935,127.716641,44.40513469,39.22260918,44.37781541,137.9723347,144.0320515,37.62041361,44.08094457,135.3700405,140.7662764,132.4004843,126.6458435,130.6814546,135.3124163,140.6995613,144.8677933,65.02640976,76.66889643,67.39111985,77.05389239,239.3592495,251.0725398,244.3919464,226.4933041,215.0932311,222.8796478,76.42776677,66.94438112,76.85193242,239.0767671,250.6768604,64.6994077,196.5463789,234.4951772,245.1766523,228.2533478,218.8489571,227.3647107,235.3026814,246.0813974,252.7296578,135.0590378,126.2855524,131.1928607,149.3181998,219.5934733,227.6509368
0.881679389,53,36.84309377,44.95035302,48.84568015,49.65125868,79.0010505,87.65692848,88.04630198,44.13700845,38.30376314,44.4082452,137.6950699,143.5236893,141.280146,130.1962966,123.7002695,127.0275032,44.38866634,38.78442686,44.62845238,137.9558337,143.9151793,37.14728302,135.4685202,135.3359684,140.6287887,131.3040004,125.9679102,129.7705009,135.8659997,141.2465239,144.7475892,64.69121952,76.78146349,67.06646576,76.92793464,239.0176856,249.5414546,244.6198375,226.6032316,214.6891596,220.9611674,76.79762748,67.10351929,76.92729013,239.0442052,249.5842368,64.4819706,196.847154,234.6035937,244.0874021,228.3447109,218.4212539,225.4511816,234.8897738,244.4204411,251.2035924,135.0624744,125.9629646,131.0076584,196.2432407,218.74328,227.0410448
0.881679389,54,37.7759799,44.19661031,46.25505973,48.46060466,77.79498881,84.32019277,85.9607454,44.35293735,38.83873084,44.59836367,137.2140815,142.8776275,140.4857062,130.2806765,125.717097,129.3253786,44.94095852,40.1539576,45.09079468,137.9473468,143.9985526,38.2233823,135.2124266,135.8713481,141.2112763,131.1361773,127.3242041,131.2525667,136.3372052,141.7717066,144.55305,64.82233731,76.72634698,67.1849569,77.00878597,238.3771818,248.5110728,243.960388,226.1807109,215.7029493,221.7489131,77.21307816,68.22745158,77.42266482,238.9511408,249.3840288,65.23988895,196.4109212,234.7379293,243.9922649,227.9634308,219.3593787,226.153182,235.2803719,244.634756,250.667362,135.0703572,126.9042591,131.0048815,233.937635,218.9050026,227.017295
0.881679389,55,37.65998667,43.57181648,43.55529933,47.17094198,76.63144127,80.14047117,83.89741033,44.01397764,39.02512493,134.8706468,135.8197857,141.5889223,139.64321,129.8755604,126.484814,130.6057729,74.7798894,82.51845237,70.55734194,53.71178515,40.47336782,38.94784612,134.6271242,135.2067242,140.8587441,130.9952971,128.4231016,132.9310412,136.7556068,142.7441634,144.9411486,64.8283334,76.50156073,67.07149663,148.8327842,237.138463,247.1042062,243.3033896,225.370343,217.0367557,223.425397,97.88807543,99.62864578,94.88528352,202.351769,207.569881,66.01425836,234.0055189,234.643785,244.045624,227.1501825,220.3902456,227.460504,236.113319,245.8163817,250.7097633,156.2467469,149.1298203,132.2244817,246.777064,232.8326925,227.6150239
0.881679389,56,38.99631248,0,0,0,62.06322224,63.53420063,67.62786387,0,40.16197237,135.0383779,136.8358059,142.181074,138.7476067,130.8434719,128.3817255,132.5857572,0,84.47718036,72.29243469,52.98079048,41.04793049,0,0,0,0,131.8006115,130.1040789,134.5581841,137.2671703,142.6965222,144.8237037,66.07580223,62.48530451,68.14977193,195.9960942,236.6405632,246.3268097,241.8415972,225.7448338,219.7386268,226.6316493,87.24518102,124.7318295,110.6242034,157.230374,155.1083791,54.57070341,190.8058251,191.6817193,199.45378,227.4376091,222.7801995,230.2255479,236.9223619,246.6524081,250.7537158,158.3236433,152.8115276,0,260.2372443,248.3863064,186.1332655
